"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C10H12O4"	"[M + H]+"	"C10H13O4+"	"Terpenoids"	0.391	"Cyclic polyketides"	0.451	"Phthalide derivatives"	0.379	"Organic acids and derivatives"	0.973	"Carboxylic acids and derivatives"	0.952	"Carboxylic acid derivatives"	0.753	"Carboxylic acid esters"	0.651	"Carboxylic acid esters"	0.651	"Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	197.081	263	4.38	695994906717272320	695994664101941120	485	NA	485
3	"C10H19NO4"	"[M + H3N + H]+"	"C10H23N2O4+"	"Amino acids and Peptides"	0.804	"Small peptides"	0.857	"Aminoacids"	0.794	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.998	"Amino acids and derivatives"	0.998	"Alpha amino acid esters"	0.595	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbamate esters; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	235.166	263	4.391	695994911251315200	695994664160661376	487	NA	487
1	"C32H48O20"	"[M + Na]+"	"C32H48NaO20+"	"Terpenoids"	0.997	"Monoterpenoids"	0.999	"Iridoids monoterpenoids"	0.787	"Lipids and lipid-like molecules"	0.97	"Prenol lipids"	0.929	"Terpene glycosides"	0.903	"Iridoid O-glycosides"	0.884	"Iridoid O-glycosides"	0.884	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Monosaccharides; Monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	775.264	264	4.394	695994953890611712	695994664190021504	488	NA	488
1	"C17H19F3N4O5"	"[M - H2O + H]+"	"C17H18F3N4O4+"	"Alkaloids"	0.641	"Pseudoalkaloids (transamidation)"	0.03	"Quinazoline alkaloids"	0.019	"Benzenoids"	0.832	"Benzene and substituted derivatives"	0.702	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.702	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	399.127	264	4.4	695995009389644160	695994664240353152	490	NA	490
1	"C27H33NO12"	"[M + H3N + H]+"	"C27H37N2O12+"	"Alkaloids"	0.303	"Tryptophan alkaloids"	0.251	"Terpenoid tetrahydroisoquinoline alkaloids"	0.249	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.995	"Amino acids, peptides, and analogues"	0.913	"Amino acids and derivatives"	0.913	"N-acyl-alpha amino acids"	0.654	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Indolyl carboxylic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Substituted pyrroles; Polyols; N-acyl-alpha amino acids; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	581.234	264	4.404	695994915403676288	695994664269713280	491	NA	491
1	"C7H13FN2O2"	"[M - H2O + H]+"	"C7H12FN2O+"	"Amino acids and Peptides"	0.995	"Small peptides"	0.999	"Aminoacids"	0.996	"Organic acids and derivatives"	0.994	"Carboxylic acids and derivatives"	0.986	"Amino acids, peptides, and analogues"	0.909	"Amino acids and derivatives"	0.908	"Alpha amino acids and derivatives"	0.752	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	159.092	265	4.409	695994934043164160	695994664303267712	492	NA	492
1	"C18H15F3N4O3"	"[M + Na]+"	"C18H15F3N4NaO3+"	"Alkaloids"	0.618	"Small peptides"	0.327	"Dipeptides"	0.12	"Organic acids and derivatives"	0.857	"Carboxylic acids and derivatives"	0.744	"Amino acids, peptides, and analogues"	0.527	"Amino acids and derivatives"	0.525	"Amino acids and derivatives"	0.525	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	415.1	265	4.411	695994913348467200	695994664341016448	493	NA	493
1	"C11H9NO2"	"[M + H3N + H]+"	"C11H13N2O2+"	"Alkaloids"	0.997	"Tryptophan alkaloids"	0.995	"Simple indole alkaloids"	0.979	"Organoheterocyclic compounds"	0.999	"Indoles and derivatives"	0.978	"Indolyl carboxylic acids and derivatives"	0.538	NA	NA	"Indolyl carboxylic acids and derivatives"	0.538	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	205.097	265	4.418	695994895015163648	695994664382959488	494	NA	494
1	"C8H12FNO4"	"[M - H2O + H]+"	"C8H11FNO3+"	"Amino acids and Peptides"	0.97	"Small peptides"	0.994	"Aminoacids"	0.874	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.992	"Amino acids and derivatives"	0.991	"N-acyl-alpha amino acids"	0.932	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	188.071	265	4.42	695994893316470272	695994664429096832	495	NA	495
1	"C6H10FNO3"	"[M - H2O + H]+"	"C6H9FNO2+"	"Amino acids and Peptides"	0.999	"Small peptides"	0.999	"Aminoacids"	0.999	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.99	"Amino acids and derivatives"	0.99	"Alpha amino acids"	0.648	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	146.06	265	4.421	695994949889245568	695994664458456960	496	NA	496
1	"C5H9NO4"	"[M - H2O + H]+"	"C5H8NO3+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.999	"Amino acids and derivatives"	0.999	"Alpha amino acids"	0.934	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	130.05	267	4.449	695994900333541376	695994664512982912	498	NA	498
1	"C7H15NO4"	"[M - H2O + H]+"	"C7H14NO3+"	"Amino acids and Peptides"	0.897	"Small peptides"	0.839	"Aminoacids"	0.872	"Organic acids and derivatives"	0.87	"Carboxylic acids and derivatives"	0.885	"Amino acids, peptides, and analogues"	0.762	"Amino acids and derivatives"	0.762	"Amino acids"	0.708	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	160.097	267	4.451	695994881752773632	695994664487817088	497	NA	497
1	"C7H11F3N2O3"	"[M - H2O + H]+"	"C7H10F3N2O2+"	"Amino acids and Peptides"	0.974	"Small peptides"	0.985	"Aminoacids"	0.931	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.967	"Amino acids and derivatives"	0.966	"Alpha amino acids and derivatives"	0.853	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Halogenated fatty acids; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	211.069	268	4.47	695994887587050624	695994664538148736	499	NA	499
1	"C4H7N3O2"	"[M - H2O + H]+"	"C4H6N3O+"	"Amino acids and Peptides"	0.353	"Small peptides"	0.441	"Aminoacids"	0.448	"Organic acids and derivatives"	0.638	"Carboxylic acids and derivatives"	0.674	"Amino acids, peptides, and analogues"	0.616	"Amino acids and derivatives"	0.615	"Amino acids"	0.592	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	112.051	270	4.492	695994927718153472	695994664580091776	500	NA	500
2	"C9H13N3O5"	"[M + H]+"	"C9H14N3O5+"	"Carbohydrates"	1	"Nucleosides"	1	"Pyrimidine nucleosides"	1	"Nucleosides, nucleotides, and analogues"	0.981	"Pyrimidine nucleosides"	0.985	NA	NA	NA	NA	"Pyrimidine nucleosides"	0.985	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Pyrimidine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	244.093	270	4.492	695994886769161344	695994664617840512	501	NA	501
3	"C18H23N5O10"	"[M + H3N + H]+"	"C18H27N6O10+"	"Carbohydrates"	1	"Nucleosides"	0.998	"Pyrimidine nucleosides"	0.972	"Nucleosides, nucleotides, and analogues"	0.993	"Pyrimidine nucleotides"	0.37	"Pyrimidine ribonucleotides"	0.596	NA	NA	"Pyrimidine ribonucleotides"	0.596	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Carboxylic acid amides; Pyrimidine nucleosides; Ureas; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Pyrimidine ribonucleotides; Hydropyrimidines; Glycosylamines; Pentose phosphates; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	487.179	270	4.492	695994928934501632	695994664651394944	502	NA	502
2	"C11H13NO3"	"[M + H]+"	"C11H14NO3+"	"Alkaloids"	0.651	"Small peptides"	0.484	"Aminoacids"	0.548	"Organic acids and derivatives"	0.934	"Carboxylic acids and derivatives"	0.934	"Amino acids, peptides, and analogues"	0.718	"Amino acids and derivatives"	0.718	"Alpha amino acids"	0.618	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	208.097	270	4.494	695994945854324736	695994664760446848	506	NA	506
1	"C9H15NO3"	"[M + H3N + H]+"	"C9H19N2O3+"	"Alkaloids"	0.436	"Small peptides"	0.285	"Pyrrolidine alkaloids"	0.254	"Lipids and lipid-like molecules"	0.541	"Fatty Acyls"	0.538	NA	NA	NA	NA	"Fatty Acyls"	0.538	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	203.139	270	4.495	695994944881246208	695994664705920896	504	NA	504
